#Number of Records in Grid: 327
#Number of Samples in Grid: 327
#Grid Interval in Scan Direction: 32
#Grid Interval in Pix Direction: 32
#  Latitude  Longitude Slant Range Incidence_Angle
 21.991571  70.830263 -9999.000000 -9999.000000
 21.991509  70.835840 -9999.000000 -9999.000000
 21.991447  70.841416 -9999.000000 -9999.000000
 21.991384  70.846993 -9999.000000 -9999.000000
 21.991321  70.852569 -9999.000000 -9999.000000
 21.991258  70.858146 -9999.000000 -9999.000000
 21.991195  70.863722 -9999.000000 -9999.000000
 21.991132  70.869298 -9999.000000 -9999.000000
 21.991068  70.874875 -9999.000000 -9999.000000
 21.991004  70.880451 -9999.000000 -9999.000000
 21.990940  70.886027 -9999.000000 -9999.000000
 21.990876  70.891604 -9999.000000 -9999.000000
 21.990812  70.897180 -9999.000000 -9999.000000
 21.990747  70.902756 -9999.000000 -9999.000000
 21.990682  70.908333 -9999.000000 -9999.000000
 21.990617  70.913909 -9999.000000 -9999.000000
 21.990552  70.919485 -9999.000000 -9999.000000
 21.990487  70.925061 -9999.000000 -9999.000000
 21.990421  70.930638 -9999.000000 -9999.000000
 21.990356  70.936214 -9999.000000 -9999.000000
 21.990290  70.941790 -9999.000000 -9999.000000
 21.990224  70.947366 -9999.000000 -9999.000000
 21.990158  70.952942 -9999.000000 -9999.000000
 21.990091  70.958518 -9999.000000 -9999.000000
 21.990025  70.964094 -9999.000000 -9999.000000
 21.989958  70.969670 -9999.000000 -9999.000000
 21.989891  70.975246 -9999.000000 -9999.000000
 21.989824  70.980822 -9999.000000 -9999.000000
 21.989756  70.986398 -9999.000000 -9999.000000
 21.989689  70.991974 -9999.000000 -9999.000000
 21.989621  70.997550 -9999.000000 -9999.000000
 21.989553  71.003126 -9999.000000 -9999.000000
 21.989485  71.008702 -9999.000000 -9999.000000
 21.989416  71.014278 -9999.000000 -9999.000000
 21.989348  71.019854 -9999.000000 -9999.000000
 21.989279  71.025429 -9999.000000 -9999.000000
 21.989210  71.031005 -9999.000000 -9999.000000
 21.989141  71.036581 -9999.000000 -9999.000000
 21.989072  71.042157 -9999.000000 -9999.000000
 21.989002  71.047732 -9999.000000 -9999.000000
 21.988933  71.053308 -9999.000000 -9999.000000
 21.988863  71.058884 -9999.000000 -9999.000000
 21.988793  71.064460 -9999.000000 -9999.000000
 21.988723  71.070035 -9999.000000 -9999.000000
 21.988652  71.075611 -9999.000000 -9999.000000
 21.988582  71.081186 -9999.000000 -9999.000000
 21.988511  71.086762 -9999.000000 -9999.000000
 21.988440  71.092338 -9999.000000 -9999.000000
 21.988369  71.097913 -9999.000000 -9999.000000
 21.988297  71.103489 -9999.000000 -9999.000000
 21.988226  71.109064 -9999.000000 -9999.000000
 21.988154  71.114640 -9999.000000 -9999.000000
 21.988082  71.120215 -9999.000000 -9999.000000
 21.988010  71.125790 -9999.000000 -9999.000000
 21.987938  71.131366 -9999.000000 -9999.000000
 21.987865  71.136941 -9999.000000 -9999.000000
 21.987793  71.142517 -9999.000000 -9999.000000
 21.987720  71.148092 -9999.000000 -9999.000000
 21.987647  71.153667 -9999.000000 -9999.000000
 21.987574  71.159242 -9999.000000 -9999.000000
 21.987500  71.164818 -9999.000000 -9999.000000
 21.987427  71.170393 -9999.000000 -9999.000000
 21.987353  71.175968 -9999.000000 -9999.000000
 21.987279  71.181543 -9999.000000 -9999.000000
 21.987205  71.187118 -9999.000000 -9999.000000
 21.987130  71.192694 -9999.000000 -9999.000000
 21.987056  71.198269 -9999.000000 -9999.000000
 21.986981  71.203844 -9999.000000 -9999.000000
 21.986906  71.209419 -9999.000000 -9999.000000
 21.986831  71.214994 -9999.000000 -9999.000000
 21.986756  71.220569 -9999.000000 -9999.000000
 21.986680  71.226144 -9999.000000 -9999.000000
 21.986604  71.231719 -9999.000000 -9999.000000
 21.986529  71.237294 -9999.000000 -9999.000000
 21.986452  71.242869 -9999.000000 -9999.000000
 21.986376  71.248444 -9999.000000 -9999.000000
 21.986300  71.254019 -9999.000000 -9999.000000
 21.986223  71.259593 -9999.000000 -9999.000000
 21.986146  71.265168 -9999.000000 -9999.000000
 21.986069  71.270743 -9999.000000 -9999.000000
 21.985992  71.276318 -9999.000000 -9999.000000
 21.985915  71.281892 -9999.000000 -9999.000000
 21.985837  71.287467 -9999.000000 -9999.000000
 21.985759  71.293042 -9999.000000 -9999.000000
 21.985681  71.298617 -9999.000000 -9999.000000
 21.985603  71.304191 -9999.000000 -9999.000000
 21.985525  71.309766 -9999.000000 -9999.000000
 21.985446  71.315340 -9999.000000 -9999.000000
 21.985368  71.320915 -9999.000000 -9999.000000
 21.985289  71.326490 -9999.000000 -9999.000000
 21.985210  71.332064 -9999.000000 -9999.000000
 21.985131  71.337639 -9999.000000 -9999.000000
 21.985051  71.343213 -9999.000000 -9999.000000
 21.984971  71.348788 -9999.000000 -9999.000000
 21.984892  71.354362 -9999.000000 -9999.000000
 21.984812  71.359936 -9999.000000 -9999.000000
 21.984731  71.365511 -9999.000000 -9999.000000
 21.984651  71.371085 -9999.000000 -9999.000000
 21.984570  71.376659 -9999.000000 -9999.000000
 21.984490  71.382234 -9999.000000 -9999.000000
 21.984409  71.387808 -9999.000000 -9999.000000
 21.984327  71.393382 -9999.000000 -9999.000000
 21.984246  71.398956 -9999.000000 -9999.000000
 21.984165  71.404531 -9999.000000 -9999.000000
 21.984083  71.410105 -9999.000000 -9999.000000
 21.984001  71.415679 -9999.000000 -9999.000000
 21.983919  71.421253 -9999.000000 -9999.000000
 21.983837  71.426827 -9999.000000 -9999.000000
 21.983754  71.432401 -9999.000000 -9999.000000
 21.995429  69.614189 -9999.000000 -9999.000000
 21.995406  69.619766 -9999.000000 -9999.000000
 21.995385  69.625345 -9999.000000 -9999.000000
 21.995364  69.630925 -9999.000000 -9999.000000
 21.995342  69.636504 -9999.000000 -9999.000000
 21.995321  69.642083 -9999.000000 -9999.000000
 21.995299  69.647662 -9999.000000 -9999.000000
 21.995277  69.653241 -9999.000000 -9999.000000
 21.995254  69.658821 -9999.000000 -9999.000000
 21.995232  69.664400 -9999.000000 -9999.000000
 21.995209  69.669979 -9999.000000 -9999.000000
 21.995186  69.675558 -9999.000000 -9999.000000
 21.995163  69.681137 -9999.000000 -9999.000000
 21.995140  69.686716 -9999.000000 -9999.000000
 21.995116  69.692296 -9999.000000 -9999.000000
 21.995093  69.697875 -9999.000000 -9999.000000
 21.995069  69.703454 -9999.000000 -9999.000000
 21.995045  69.709033 -9999.000000 -9999.000000
 21.995021  69.714612 -9999.000000 -9999.000000
 21.994996  69.720191 -9999.000000 -9999.000000
 21.994972  69.725770 -9999.000000 -9999.000000
 21.994947  69.731349 -9999.000000 -9999.000000
 21.994922  69.736928 -9999.000000 -9999.000000
 21.994897  69.742507 -9999.000000 -9999.000000
 21.994872  69.748087 -9999.000000 -9999.000000
 21.994846  69.753666 -9999.000000 -9999.000000
 21.994820  69.759245 -9999.000000 -9999.000000
 21.994794  69.764824 -9999.000000 -9999.000000
 21.994768  69.770403 -9999.000000 -9999.000000
 21.994742  69.775982 -9999.000000 -9999.000000
 21.994715  69.781561 -9999.000000 -9999.000000
 21.994689  69.787140 -9999.000000 -9999.000000
 21.994662  69.792719 -9999.000000 -9999.000000
 21.994635  69.798298 -9999.000000 -9999.000000
 21.994608  69.803877 -9999.000000 -9999.000000
 21.994580  69.809456 -9999.000000 -9999.000000
 21.994553  69.815035 -9999.000000 -9999.000000
 21.994525  69.820613 -9999.000000 -9999.000000
 21.994497  69.826192 -9999.000000 -9999.000000
 21.994469  69.831771 -9999.000000 -9999.000000
 21.994440  69.837350 -9999.000000 -9999.000000
 21.994412  69.842929 -9999.000000 -9999.000000
 21.994383  69.848508 -9999.000000 -9999.000000
 21.994354  69.854087 -9999.000000 -9999.000000
 21.994325  69.859666 -9999.000000 -9999.000000
 21.994295  69.865245 -9999.000000 -9999.000000
 21.994266  69.870824 -9999.000000 -9999.000000
 21.994236  69.876402 -9999.000000 -9999.000000
 21.994206  69.881981 709495.060079  43.763468
 21.994176  69.887560 -9999.000000 -9999.000000
 21.994146  69.893139 -9999.000000 -9999.000000
 21.994115  69.898718 -9999.000000 -9999.000000
 21.994085  69.904297 -9999.000000 -9999.000000
 21.994054  69.909875 -9999.000000 -9999.000000
 21.994023  69.915454 -9999.000000 -9999.000000
 21.993992  69.921033 -9999.000000 -9999.000000
 21.993960  69.926612 -9999.000000 -9999.000000
 21.993929  69.932190 -9999.000000 -9999.000000
 21.993897  69.937769 -9999.000000 -9999.000000
 21.993865  69.943348 -9999.000000 -9999.000000
 21.993833  69.948927 -9999.000000 -9999.000000
 21.993800  69.954505 -9999.000000 -9999.000000
 21.993768  69.960084 -9999.000000 -9999.000000
 21.993735  69.965663 -9999.000000 -9999.000000
 21.993702  69.971241 -9999.000000 -9999.000000
 21.993669  69.976820 -9999.000000 -9999.000000
 21.993636  69.982399 -9999.000000 -9999.000000
 21.993602  69.987977 -9999.000000 -9999.000000
 21.993569  69.993556 -9999.000000 -9999.000000
 21.993535  69.999135 -9999.000000 -9999.000000
 21.993501  70.004713 -9999.000000 -9999.000000
 21.993466  70.010292 -9999.000000 -9999.000000
 21.993432  70.015871 -9999.000000 -9999.000000
 21.993397  70.021449 -9999.000000 -9999.000000
 21.993362  70.027028 -9999.000000 -9999.000000
 21.993327  70.032606 -9999.000000 -9999.000000
 21.993292  70.038185 -9999.000000 -9999.000000
 21.993257  70.043763 -9999.000000 -9999.000000
 21.993221  70.049342 -9999.000000 -9999.000000
 21.993185  70.054920 -9999.000000 -9999.000000
 21.993150  70.060499 -9999.000000 -9999.000000
 21.993113  70.066077 -9999.000000 -9999.000000
 21.993077  70.071656 -9999.000000 -9999.000000
 21.993040  70.077234 -9999.000000 -9999.000000
 21.993004  70.082813 -9999.000000 -9999.000000
 21.992967  70.088391 -9999.000000 -9999.000000
 21.992930  70.093970 -9999.000000 -9999.000000
 21.992892  70.099548 -9999.000000 -9999.000000
 21.992855  70.105127 -9999.000000 -9999.000000
 21.992817  70.110705 -9999.000000 -9999.000000
 21.992779  70.116283 -9999.000000 -9999.000000
 21.992741  70.121862 -9999.000000 -9999.000000
 21.992703  70.127440 -9999.000000 -9999.000000
 21.992665  70.133019 -9999.000000 -9999.000000
 21.992626  70.138597 -9999.000000 -9999.000000
 21.992587  70.144175 -9999.000000 -9999.000000
 21.992548  70.149754 -9999.000000 -9999.000000
 21.992509  70.155332 -9999.000000 -9999.000000
 21.992470  70.160910 -9999.000000 -9999.000000
 21.992430  70.166488 -9999.000000 -9999.000000
 21.992390  70.172067 -9999.000000 -9999.000000
 21.992351  70.177645 -9999.000000 -9999.000000
 21.992310  70.183223 -9999.000000 -9999.000000
 21.992270  70.188801 -9999.000000 -9999.000000
 21.992230  70.194380 -9999.000000 -9999.000000
 21.992189  70.199958 -9999.000000 -9999.000000
 21.992148  70.205536 -9999.000000 -9999.000000
 21.992107  70.211114 -9999.000000 -9999.000000
 21.992066  70.216692 -9999.000000 -9999.000000
 21.992024  70.222270 -9999.000000 -9999.000000
 21.991983  70.227849 -9999.000000 -9999.000000
 21.991941  70.233427 -9999.000000 -9999.000000
 21.991899  70.239005 -9999.000000 -9999.000000
 21.991856  70.244583 -9999.000000 -9999.000000
 21.991814  70.250161 -9999.000000 -9999.000000
 21.991771  70.255739 -9999.000000 -9999.000000
 21.991729  70.261317 -9999.000000 -9999.000000
 21.991686  70.266895 -9999.000000 -9999.000000
 21.991643  70.272473 -9999.000000 -9999.000000
 21.991599  70.278051 -9999.000000 -9999.000000
 21.991556  70.283629 -9999.000000 -9999.000000
 21.991512  70.289207 -9999.000000 -9999.000000
 21.991468  70.294785 -9999.000000 -9999.000000
 21.991424  70.300363 -9999.000000 -9999.000000
 21.991380  70.305941 -9999.000000 -9999.000000
 21.991335  70.311519 -9999.000000 -9999.000000
 21.991290  70.317097 -9999.000000 -9999.000000
 21.991246  70.322675 -9999.000000 -9999.000000
 21.991201  70.328253 -9999.000000 -9999.000000
 21.991155  70.333831 -9999.000000 -9999.000000
 21.991110  70.339408 -9999.000000 -9999.000000
 21.991064  70.344986 -9999.000000 -9999.000000
 21.991018  70.350564 -9999.000000 -9999.000000
 21.990972  70.356142 -9999.000000 -9999.000000
 21.990926  70.361720 -9999.000000 -9999.000000
 21.990880  70.367298 -9999.000000 -9999.000000
 21.990833  70.372875 -9999.000000 -9999.000000
 21.990786  70.378453 -9999.000000 -9999.000000
 21.990740  70.384031 -9999.000000 -9999.000000
 21.990692  70.389609 -9999.000000 -9999.000000
 21.990645  70.395186 -9999.000000 -9999.000000
 21.990598  70.400764 -9999.000000 -9999.000000
 21.990550  70.406342 -9999.000000 -9999.000000
 21.990502  70.411919 -9999.000000 -9999.000000
 21.990454  70.417497 -9999.000000 -9999.000000
 21.990406  70.423075 -9999.000000 -9999.000000
 21.990357  70.428652 -9999.000000 -9999.000000
 21.990308  70.434230 -9999.000000 -9999.000000
 21.990260  70.439807 -9999.000000 -9999.000000
 21.990211  70.445385 -9999.000000 -9999.000000
 21.990161  70.450963 -9999.000000 -9999.000000
 21.990112  70.456540 -9999.000000 -9999.000000
 21.990062  70.462118 -9999.000000 -9999.000000
 21.990013  70.467695 -9999.000000 -9999.000000
 21.989963  70.473273 -9999.000000 -9999.000000
 21.989912  70.478850 -9999.000000 -9999.000000
 21.989862  70.484428 -9999.000000 -9999.000000
 21.989812  70.490005 -9999.000000 -9999.000000
 21.989761  70.495582 -9999.000000 -9999.000000
 21.989710  70.501160 -9999.000000 -9999.000000
 21.989659  70.506737 -9999.000000 -9999.000000
 21.989608  70.512315 -9999.000000 -9999.000000
 21.989556  70.517892 -9999.000000 -9999.000000
 21.989504  70.523469 -9999.000000 -9999.000000
 21.989452  70.529047 -9999.000000 -9999.000000
 21.989400  70.534624 -9999.000000 -9999.000000
 21.989348  70.540201 -9999.000000 -9999.000000
 21.989296  70.545779 -9999.000000 -9999.000000
 21.989243  70.551356 -9999.000000 -9999.000000
 21.989190  70.556933 -9999.000000 -9999.000000
 21.989137  70.562510 -9999.000000 -9999.000000
 21.989084  70.568088 -9999.000000 -9999.000000
 21.989031  70.573665 -9999.000000 -9999.000000
 21.988977  70.579242 -9999.000000 -9999.000000
 21.988923  70.584819 -9999.000000 -9999.000000
 21.988869  70.590396 -9999.000000 -9999.000000
 21.988815  70.595973 -9999.000000 -9999.000000
 21.988761  70.601550 -9999.000000 -9999.000000
 21.988706  70.607128 -9999.000000 -9999.000000
 21.988652  70.612705 -9999.000000 -9999.000000
 21.988597  70.618282 -9999.000000 -9999.000000
 21.988542  70.623859 -9999.000000 -9999.000000
 21.988486  70.629436 -9999.000000 -9999.000000
 21.988431  70.635013 -9999.000000 -9999.000000
 21.988375  70.640590 -9999.000000 -9999.000000
 21.988320  70.646167 -9999.000000 -9999.000000
 21.988263  70.651744 -9999.000000 -9999.000000
 21.988207  70.657321 -9999.000000 -9999.000000
 21.988151  70.662898 -9999.000000 -9999.000000
 21.988094  70.668474 -9999.000000 -9999.000000
 21.988037  70.674051 -9999.000000 -9999.000000
 21.987981  70.679628 -9999.000000 -9999.000000
 21.987923  70.685205 -9999.000000 -9999.000000
 21.987866  70.690782 -9999.000000 -9999.000000
 21.987808  70.696359 -9999.000000 -9999.000000
 21.987751  70.701935 -9999.000000 -9999.000000
 21.987693  70.707512 -9999.000000 -9999.000000
 21.987635  70.713089 -9999.000000 -9999.000000
 21.987576  70.718666 -9999.000000 -9999.000000
 21.987518  70.724242 -9999.000000 -9999.000000
 21.987459  70.729819 -9999.000000 -9999.000000
 21.987400  70.735396 -9999.000000 -9999.000000
 21.987341  70.740972 -9999.000000 -9999.000000
 21.987282  70.746549 -9999.000000 -9999.000000
 21.987223  70.752126 -9999.000000 -9999.000000
 21.987163  70.757702 -9999.000000 -9999.000000
 21.987103  70.763279 -9999.000000 -9999.000000
 21.987043  70.768855 -9999.000000 -9999.000000
 21.986983  70.774432 -9999.000000 -9999.000000
 21.986923  70.780008 -9999.000000 -9999.000000
 21.986862  70.785585 -9999.000000 -9999.000000
 21.986801  70.791161 -9999.000000 -9999.000000
 21.986740  70.796738 -9999.000000 -9999.000000
 21.986679  70.802314 -9999.000000 -9999.000000
 21.986618  70.807891 -9999.000000 -9999.000000
 21.986556  70.813467 -9999.000000 -9999.000000
 21.986495  70.819044 -9999.000000 -9999.000000
 21.986433  70.824620 -9999.000000 -9999.000000
 21.986371  70.830196 -9999.000000 -9999.000000
 21.986308  70.835773 -9999.000000 -9999.000000
 21.986246  70.841349 -9999.000000 -9999.000000
 21.986183  70.846925 -9999.000000 -9999.000000
 21.986121  70.852502 -9999.000000 -9999.000000
 21.986058  70.858078 -9999.000000 -9999.000000
 21.985994  70.863654 -9999.000000 -9999.000000
 21.985931  70.869230 -9999.000000 -9999.000000
 21.985867  70.874806 -9999.000000 -9999.000000
 21.985804  70.880383 -9999.000000 -9999.000000
 21.985740  70.885959 -9999.000000 -9999.000000
 21.985675  70.891535 -9999.000000 -9999.000000
 21.985611  70.897111 -9999.000000 -9999.000000
 21.985547  70.902687 -9999.000000 -9999.000000
 21.985482  70.908263 -9999.000000 -9999.000000
 21.985417  70.913839 -9999.000000 -9999.000000
 21.985352  70.919415 -9999.000000 -9999.000000
 21.985286  70.924991 -9999.000000 -9999.000000
 21.985221  70.930567 -9999.000000 -9999.000000
 21.985155  70.936143 -9999.000000 -9999.000000
 21.985089  70.941719 -9999.000000 -9999.000000
 21.985023  70.947295 -9999.000000 -9999.000000
 21.984957  70.952871 -9999.000000 -9999.000000
 21.984891  70.958447 -9999.000000 -9999.000000
 21.984824  70.964023 -9999.000000 -9999.000000
 21.984757  70.969598 -9999.000000 -9999.000000
 21.984690  70.975174 -9999.000000 -9999.000000
 21.984623  70.980750 -9999.000000 -9999.000000
 21.984556  70.986326 -9999.000000 -9999.000000
 21.984488  70.991902 -9999.000000 -9999.000000
 21.984421  70.997477 -9999.000000 -9999.000000
 21.984353  71.003053 -9999.000000 -9999.000000
 21.984284  71.008629 -9999.000000 -9999.000000
 21.984216  71.014204 -9999.000000 -9999.000000
 21.984148  71.019780 -9999.000000 -9999.000000
 21.984079  71.025356 -9999.000000 -9999.000000
 21.984010  71.030931 -9999.000000 -9999.000000
 21.983941  71.036507 -9999.000000 -9999.000000
 21.983872  71.042082 -9999.000000 -9999.000000
 21.983802  71.047658 -9999.000000 -9999.000000
 21.983733  71.053233 -9999.000000 -9999.000000
 21.983663  71.058809 -9999.000000 -9999.000000
 21.983593  71.064384 -9999.000000 -9999.000000
 21.983523  71.069960 -9999.000000 -9999.000000
 21.983452  71.075535 -9999.000000 -9999.000000
 21.983382  71.081111 -9999.000000 -9999.000000
 21.983311  71.086686 -9999.000000 -9999.000000
 21.983240  71.092261 -9999.000000 -9999.000000
 21.983169  71.097837 -9999.000000 -9999.000000
 21.983098  71.103412 -9999.000000 -9999.000000
 21.983026  71.108987 -9999.000000 -9999.000000
 21.982954  71.114562 -9999.000000 -9999.000000
 21.982882  71.120138 -9999.000000 -9999.000000
 21.982810  71.125713 -9999.000000 -9999.000000
 21.982738  71.131288 -9999.000000 -9999.000000
 21.982666  71.136863 -9999.000000 -9999.000000
 21.982593  71.142438 -9999.000000 -9999.000000
 21.982520  71.148014 -9999.000000 -9999.000000
 21.982447  71.153589 -9999.000000 -9999.000000
 21.982374  71.159164 -9999.000000 -9999.000000
 21.982300  71.164739 -9999.000000 -9999.000000
 21.982227  71.170314 -9999.000000 -9999.000000
 21.982153  71.175889 -9999.000000 -9999.000000
 21.982079  71.181464 -9999.000000 -9999.000000
 21.982005  71.187039 -9999.000000 -9999.000000
 21.981931  71.192614 -9999.000000 -9999.000000
